country_code,country,import_value,growth_percent,predicted_demand_2026,predicted_growth_2026,gdp_per_capita,logistics_lpi,political_stability,applied_tariff
PRY,Paraguay,19974463.36,59.40201489097099,20152376.45525503,0.8907027540540253,7026.61906146401,2.7,64.6331579,
ROU,Romania,600899849.64,3.7585128108858514,658037188.1600006,9.508629192407295,22537.9532108047,3.2,68.6083999,
SAU,Saudi Arabia,12005148363.931,16.550370541509093,12855230281.295092,7.080978023712975,34536.6555456551,3.4,65.0715555,
SGP,Singapore,29415849630.086,19.094293918675227,31363324137.656532,6.620493822414336,98813.9788172877,4.3,86.9368376,
SLV,El Salvador,42371591.05,58.51369152853662,42789234.0845384,0.985667576290844,5766.72574029107,2.7,65.9991479,
SRB,Serbia,271551694.0,102.94300876457967,260216240.66780087,-4.1743261348239376,15262.0464193413,2.8,63.0137693,
SVK,Slovakia,348402877.085,25.894958445383683,367981616.8948552,5.619568923674127,28543.6653439813,3.3,76.7304703,
SVN,Slovenia,461634081.487,116.14880743045515,436195069.294402,-5.510644298760331,37376.2216079138,3.3,78.2087684,
SWE,Sweden,1037618417.332,108.63150335926785,987952833.6419082,-4.786497893685775,63133.2126736715,4.0,76.2033355,
TGO,Togo,303333.061,19.763188402583577,324031.89732756733,6.823798322322455,1383.89974929887,2.5,52.0677499,
THA,Thailand,28363757111.776,33.21983044031943,29598954100.43666,4.354842638769578,8056.56359761558,3.5,54.2220045,
TTO,Trinidad and Tobago,11988667.365,216.06509864875147,10353975.887286685,-13.635305976422968,18967.2704636681,2.5,72.0440017,
TUR,Türkiye,28110541146.0,13.016859927820853,30268947802.27166,7.678282125773986,18599.4420922378,3.4,49.3131044,
USA,USA,151836882837.0,74.12253242877601,150083317110.61432,-1.1549010317000314,90026.5163005744,3.8,64.2697196,
ZAF,South Africa,2026908475.866,10.525035900350776,2193136783.757481,8.201076164549553,6597.71450918774,3.7,55.3527432,
