reporterISO,reporterDesc,refYear,import_value,previous_year,previous_import_value,growth_percent,next_year,next_year_import_value
IRL,Ireland,2023,149713912.838,2022.0,176905768.357,-15.370813383612337,2024.0,163731005.955
IRL,Ireland,2024,163731005.955,2023.0,149713912.838,9.36258551479274,2025.0,167421152.32
IRL,Ireland,2025,167421152.32,2024.0,163731005.955,2.253785923732847,,
IRN,Iran,2021,9339.0,,,,2022.0,18764.0
IRN,Iran,2022,18764.0,2021.0,9339.0,100.9208694721062,,
IRQ,Iraq,2021,29943403.0,,,,2024.0,
IRQ,Iraq,2024,14742236.0,2021.0,,,,
ISL,Iceland,2021,27597788.992,,,,2022.0,26882209.676
ISL,Iceland,2022,26882209.676,2021.0,27597788.992,-2.5928863946580307,2023.0,30422213.489
ISL,Iceland,2023,30422213.489,2022.0,26882209.676,13.168574516999096,2024.0,35234600.617
ISL,Iceland,2024,35234600.617,2023.0,30422213.489,15.818662010704946,2025.0,42744903.901
ISL,Iceland,2025,42744903.901,2024.0,35234600.617,21.315136690882284,,
ISR,Israel,2021,204102000.0,,,,2022.0,192406000.0
ISR,Israel,2022,192406000.0,2021.0,204102000.0,-5.730468099283692,2023.0,172813000.0
ISR,Israel,2023,172813000.0,2022.0,192406000.0,-10.183154371485296,2024.0,176939000.0
ISR,Israel,2024,176939000.0,2023.0,172813000.0,2.387551862417758,2025.0,177279000.0
ISR,Israel,2025,177279000.0,2024.0,176939000.0,0.19215661894777297,,
ITA,Italy,2021,451792598.44,,,,2022.0,482218444.875
ITA,Italy,2022,482218444.875,2021.0,451792598.44,6.734472087426348,2023.0,459897439.695
ITA,Italy,2023,459897439.695,2022.0,482218444.875,-4.628816134518875,2024.0,481309995.631
ITA,Italy,2024,481309995.631,2023.0,459897439.695,4.655941539966087,2025.0,549566613.109
ITA,Italy,2025,549566613.109,2024.0,481309995.631,14.181425297123779,,
JAM,Jamaica,2021,9901086.32,,,,2022.0,9805670.14
JAM,Jamaica,2022,9805670.14,2021.0,9901086.32,-0.9636940525128125,2023.0,13280695.09
JAM,Jamaica,2023,13280695.09,2022.0,9805670.14,35.43893380447732,2024.0,13829906.8
JAM,Jamaica,2024,13829906.8,2023.0,13280695.09,4.135413894213581,2025.0,12372497.954
JAM,Jamaica,2025,12372497.954,2024.0,13829906.8,-10.538095932793999,,
JOR,Jordan,2021,48006076.602,,,,2022.0,42795690.097
JOR,Jordan,2022,42795690.097,2021.0,48006076.602,-10.853597864698077,2023.0,41206043.482
JOR,Jordan,2023,41206043.482,2022.0,42795690.097,-3.714501650509515,2024.0,37840065.886
JOR,Jordan,2024,37840065.886,2023.0,41206043.482,-8.168650303614706,,
JPN,Japan,2021,1195298436.735,,,,2022.0,1157591696.422
JPN,Japan,2022,1157591696.422,2021.0,1195298436.735,-3.1545879383894504,2023.0,933398874.273
JPN,Japan,2023,933398874.273,2022.0,1157591696.422,-19.367176081338307,2024.0,881636585.987
JPN,Japan,2024,881636585.987,2023.0,933398874.273,-5.545570035780931,2025.0,867743868.685
JPN,Japan,2025,867743868.685,2024.0,881636585.987,-1.575787294086375,,
KAZ,Kazakhstan,2021,63514128.993,,,,2022.0,55690602.465
KAZ,Kazakhstan,2022,55690602.465,2021.0,63514128.993,-12.317773465589429,2023.0,71926345.94
KAZ,Kazakhstan,2023,71926345.94,2022.0,55690602.465,29.153470704871093,2024.0,88348075.14
KAZ,Kazakhstan,2024,88348075.14,2023.0,71926345.94,22.83131304028539,2025.0,68475236.62
KAZ,Kazakhstan,2025,68475236.62,2024.0,88348075.14,-22.493799087879022,,
KEN,Kenya,2021,16549825.295,,,,2022.0,17579567.525
KEN,Kenya,2022,17579567.525,2021.0,16549825.295,6.222073113431006,2023.0,18504786.698
KEN,Kenya,2023,18504786.698,2022.0,17579567.525,5.26303716905573,2024.0,17302463.822
KEN,Kenya,2024,17302463.822,2023.0,18504786.698,-6.497361442863568,,
KGZ,Kyrgyzstan,2021,4161702.0,,,,2022.0,4358868.0
KGZ,Kyrgyzstan,2022,4358868.0,2021.0,4161702.0,4.737628979681871,2023.0,4703310.0
KGZ,Kyrgyzstan,2023,4703310.0,2022.0,4358868.0,7.90209751706177,2024.0,7926337.0
KGZ,Kyrgyzstan,2024,7926337.0,2023.0,4703310.0,68.52678220232134,2025.0,6151720.0
KGZ,Kyrgyzstan,2025,6151720.0,2024.0,7926337.0,-22.388866383046796,,
KHM,Cambodia,2021,3454421.36,,,,2022.0,4521662.3
KHM,Cambodia,2022,4521662.3,2021.0,3454421.36,30.894926495012175,2023.0,4851057.06
KHM,Cambodia,2023,4851057.06,2022.0,4521662.3,7.2848155865156,2024.0,5239698.04
KHM,Cambodia,2024,5239698.04,2023.0,4851057.06,8.011469978462808,,
KIR,Kiribati,2021,54223.865,,,,,
KOR,Rep. of Korea,2021,287104360.0,,,,2022.0,235586244.0
KOR,Rep. of Korea,2022,235586244.0,2021.0,287104360.0,-17.944038188761745,2023.0,192230718.0
KOR,Rep. of Korea,2023,192230718.0,2022.0,235586244.0,-18.403250233914335,2024.0,217073667.0
KOR,Rep. of Korea,2024,217073667.0,2023.0,192230718.0,12.923506325352227,2025.0,221678645.0
KOR,Rep. of Korea,2025,221678645.0,2024.0,217073667.0,2.121389509672769,,
KWT,Kuwait,2021,97978424.0,,,,2022.0,85511391.772
KWT,Kuwait,2022,85511391.772,2021.0,97978424.0,-12.72426287240546,2023.0,90050532.42
KWT,Kuwait,2023,90050532.42,2022.0,85511391.772,5.3082291773507375,2024.0,81156993.0
KWT,Kuwait,2024,81156993.0,2023.0,90050532.42,-9.876165282977015,2025.0,71316574.884
KWT,Kuwait,2025,71316574.884,2024.0,81156993.0,-12.125163528422002,,
LAO,Lao People's Dem. Rep.,2021,1567613.26,,,,2022.0,1528704.6
LAO,Lao People's Dem. Rep.,2022,1528704.6,2021.0,1567613.26,-2.4820318246095927,2023.0,1878946.09
LAO,Lao People's Dem. Rep.,2023,1878946.09,2022.0,1528704.6,22.9109986324369,,
LBN,Lebanon,2021,17574829.0,,,,2022.0,21531057.0
LBN,Lebanon,2022,21531057.0,2021.0,17574829.0,22.510762409125004,2023.0,16674977.0
LBN,Lebanon,2023,16674977.0,2022.0,21531057.0,-22.553839321497314,2024.0,12961642.0
LBN,Lebanon,2024,12961642.0,2023.0,16674977.0,-22.26890627795169,,
LBR,Liberia,2021,1372684.89,,,,2022.0,1595395.28
LBR,Liberia,2022,1595395.28,2021.0,1372684.89,16.224436622158795,2023.0,1634858.97
LBR,Liberia,2023,1634858.97,2022.0,1595395.28,2.4735995207407124,,
LKA,Sri Lanka,2021,2129937.024,,,,2022.0,5321072.13
LKA,Sri Lanka,2022,5321072.13,2021.0,2129937.024,149.8229792732125,2023.0,5152405.284
LKA,Sri Lanka,2023,5152405.284,2022.0,5321072.13,-3.1697906339036965,2024.0,4399198.132
LKA,Sri Lanka,2024,4399198.132,2023.0,5152405.284,-14.618554063263781,2025.0,2778609.789
LKA,Sri Lanka,2025,2778609.789,2024.0,4399198.132,-36.838266756201655,,
LSO,Lesotho,2021,2771850.067,,,,2022.0,2520652.764
LSO,Lesotho,2022,2520652.764,2021.0,2771850.067,-9.062441940514955,2023.0,2438224.801
LSO,Lesotho,2023,2438224.801,2022.0,2520652.764,-3.2701038467986296,2024.0,2584755.392
LSO,Lesotho,2024,2584755.392,2023.0,2438224.801,6.009724408508304,,
LTU,Lithuania,2021,66762253.0,,,,2022.0,71433866.0
LTU,Lithuania,2022,71433866.0,2021.0,66762253.0,6.997386681962336,2023.0,63956351.0
LTU,Lithuania,2023,63956351.0,2022.0,71433866.0,-10.467745088863033,2024.0,57191558.0
LTU,Lithuania,2024,57191558.0,2023.0,63956351.0,-10.577202880133045,2025.0,58843710.0
LTU,Lithuania,2025,58843710.0,2024.0,57191558.0,2.888803973481541,,
LUX,Luxembourg,2021,61575397.595,,,,2022.0,55359831.406
LUX,Luxembourg,2022,55359831.406,2021.0,61575397.595,-10.094236386229534,2023.0,51712488.261
LUX,Luxembourg,2023,51712488.261,2022.0,55359831.406,-6.588428924667385,2024.0,44867118.834
LUX,Luxembourg,2024,44867118.834,2023.0,51712488.261,-13.2373623029905,2025.0,48382652.428
LUX,Luxembourg,2025,48382652.428,2024.0,44867118.834,7.835434245302947,,
LVA,Latvia,2021,46582157.328,,,,2022.0,42084853.668
LVA,Latvia,2022,42084853.668,2021.0,46582157.328,-9.654562858334442,2023.0,37734699.43
LVA,Latvia,2023,37734699.43,2022.0,42084853.668,-10.336626740626448,2024.0,31346695.459
LVA,Latvia,2024,31346695.459,2023.0,37734699.43,-16.928726258572986,2025.0,35578111.926
LVA,Latvia,2025,35578111.926,2024.0,31346695.459,13.498764080362136,,
MAC,"China, Macao SAR",2021,19477658.101,,,,2022.0,15353515.279
MAC,"China, Macao SAR",2022,15353515.279,2021.0,19477658.101,-21.173709901953067,2023.0,15706317.449
MAC,"China, Macao SAR",2023,15706317.449,2022.0,15353515.279,2.297859243235003,2024.0,10503762.355
MAC,"China, Macao SAR",2024,10503762.355,2023.0,15706317.449,-33.12396499620755,2025.0,7825466.045
MAC,"China, Macao SAR",2025,7825466.045,2024.0,10503762.355,-25.49844731326274,,
MAR,Morocco,2021,61719166.087,,,,2022.0,58010688.174
MAR,Morocco,2022,58010688.174,2021.0,61719166.087,-6.008632566053282,2023.0,61204877.537
MAR,Morocco,2023,61204877.537,2022.0,58010688.174,5.5062083618439335,2024.0,56343520.754
MAR,Morocco,2024,56343520.754,2023.0,61204877.537,-7.94276041163742,2025.0,64685976.347
MAR,Morocco,2025,64685976.347,2024.0,56343520.754,14.806415150064517,,
MDA,Rep. of Moldova,2021,13714367.0,,,,2022.0,11469571.0
MDA,Rep. of Moldova,2022,11469571.0,2021.0,13714367.0,-16.368207150938865,2023.0,11471635.0
MDA,Rep. of Moldova,2023,11471635.0,2022.0,11469571.0,0.017995442026558797,2024.0,12383578.0
MDA,Rep. of Moldova,2024,12383578.0,2023.0,11471635.0,7.949546860582646,2025.0,13441852.0
MDA,Rep. of Moldova,2025,13441852.0,2024.0,12383578.0,8.54578539417283,,
MDG,Madagascar,2021,2868309.191,,,,2022.0,2438652.503
MDG,Madagascar,2022,2438652.503,2021.0,2868309.191,-14.979441175593964,2023.0,2089624.198
MDG,Madagascar,2023,2089624.198,2022.0,2438652.503,-14.31234276185843,2024.0,2338284.749
MDG,Madagascar,2024,2338284.749,2023.0,2089624.198,11.899773712325652,,
MDV,Maldives,2021,9116662.466,,,,2022.0,9692567.941
MDV,Maldives,2022,9692567.941,2021.0,9116662.466,6.3170647936983695,2023.0,9933215.969
MDV,Maldives,2023,9933215.969,2022.0,9692567.941,2.482809813300858,2024.0,10713616.805
MDV,Maldives,2024,10713616.805,2023.0,9933215.969,7.856477080892101,2025.0,12019052.331
MDV,Maldives,2025,12019052.331,2024.0,10713616.805,12.184825626680611,,
MEX,Mexico,2021,114693207.0,,,,2022.0,149200744.0
MEX,Mexico,2022,149200744.0,2021.0,114693207.0,30.08681848088876,2023.0,123124112.0
MEX,Mexico,2023,123124112.0,2022.0,149200744.0,-17.47754823528226,2024.0,175117187.0
MEX,Mexico,2024,175117187.0,2023.0,123124112.0,42.22818272995951,2025.0,174745291.0
MEX,Mexico,2025,174745291.0,2024.0,175117187.0,-0.2123697886946985,,
MKD,North Macedonia,2021,16261137.25,,,,2022.0,12751202.16
MKD,North Macedonia,2022,12751202.16,2021.0,16261137.25,-21.584806991282235,2023.0,14559490.512
MKD,North Macedonia,2023,14559490.512,2022.0,12751202.16,14.181316626541507,2024.0,15349718.65
MKD,North Macedonia,2024,15349718.65,2023.0,14559490.512,5.427580981276031,2025.0,16875617.088
MKD,North Macedonia,2025,16875617.088,2024.0,15349718.65,9.940888642932872,,
MLI,Mali,2021,11135937.521,,,,2022.0,10906363.377
MLI,Mali,2022,10906363.377,2021.0,11135937.521,-2.0615609917626747,2023.0,8138463.843
MLI,Mali,2023,8138463.843,2022.0,10906363.377,-25.37875768780191,,
MLT,Malta,2021,14043934.136,,,,2022.0,16983289.247
MLT,Malta,2022,16983289.247,2021.0,14043934.136,20.929713017275585,2023.0,28076564.83
MLT,Malta,2023,28076564.83,2022.0,16983289.247,65.31876965446818,2024.0,19825395.718
MLT,Malta,2024,19825395.718,2023.0,28076564.83,-29.388100581249066,2025.0,22387698.204
MLT,Malta,2025,22387698.204,2024.0,19825395.718,12.92434472656513,,
MMR,Myanmar,2021,1124668.88,,,,2022.0,2617684.154
MMR,Myanmar,2022,2617684.154,2021.0,1124668.88,132.75154141368262,2023.0,1556890.885
MMR,Myanmar,2023,1556890.885,2022.0,2617684.154,-40.52411240596141,2024.0,1884126.365
MMR,Myanmar,2024,1884126.365,2023.0,1556890.885,21.01852372268208,2025.0,445914.23
MMR,Myanmar,2025,445914.23,2024.0,1884126.365,-76.3331038573944,,
MNE,Montenegro,2021,15297130.014,,,,2022.0,20090377.549
MNE,Montenegro,2022,20090377.549,2021.0,15297130.014,31.33429297268963,2023.0,26295525.703
MNE,Montenegro,2023,26295525.703,2022.0,20090377.549,30.886169953082167,2024.0,25796617.141
MNE,Montenegro,2024,25796617.141,2023.0,26295525.703,-1.8973135111844646,2025.0,41015674.156
MNE,Montenegro,2025,41015674.156,2024.0,25796617.141,58.996328595393656,,
MNG,Mongolia,2021,6519382.5,,,,2022.0,10620033.493
MNG,Mongolia,2022,10620033.493,2021.0,6519382.5,62.89937724930238,2023.0,7830513.328
MNG,Mongolia,2023,7830513.328,2022.0,10620033.493,-26.26658538166251,,
MOZ,Mozambique,2021,7036622.701,,,,2022.0,5461295.03
MOZ,Mozambique,2022,5461295.03,2021.0,7036622.701,-22.387553488921956,2023.0,5783000.0
MOZ,Mozambique,2023,5783000.0,2022.0,5461295.03,5.890635247369152,2024.0,5034047.2
MOZ,Mozambique,2024,5034047.2,2023.0,5783000.0,-12.950938959017808,,
MRT,Mauritania,2021,1634594.51,,,,2022.0,1705161.912
MRT,Mauritania,2022,1705161.912,2021.0,1634594.51,4.317119724083742,2023.0,2125991.097
MRT,Mauritania,2023,2125991.097,2022.0,1705161.912,24.6797199748853,2024.0,5360973.734
MRT,Mauritania,2024,5360973.734,2023.0,2125991.097,152.1635081898934,,
MSR,Montserrat,2021,47232.478,,,,2022.0,71747.548
MSR,Montserrat,2022,71747.548,2021.0,47232.478,51.902993529155914,2023.0,89107.596
MSR,Montserrat,2023,89107.596,2022.0,71747.548,24.196015730042802,2024.0,53289.1
MSR,Montserrat,2024,53289.1,2023.0,89107.596,-40.196905323312734,,
MUS,Mauritius,2021,6414811.472,,,,2022.0,7899782.924
MUS,Mauritius,2022,7899782.924,2021.0,6414811.472,23.149105137099493,2023.0,8766962.507
MUS,Mauritius,2023,8766962.507,2022.0,7899782.924,10.97725837966329,2024.0,12123173.993
MUS,Mauritius,2024,12123173.993,2023.0,8766962.507,38.28248932649395,2025.0,11861652.405
MUS,Mauritius,2025,11861652.405,2024.0,12123173.993,-2.157203948000793,,
MWI,Malawi,2021,2734898.098,,,,2022.0,1519958.336
MWI,Malawi,2022,1519958.336,2021.0,2734898.098,-44.42358429692397,2023.0,2953369.24
MWI,Malawi,2023,2953369.24,2022.0,1519958.336,94.30593392265197,2024.0,3453210.661
MWI,Malawi,2024,3453210.661,2023.0,2953369.24,16.92444731360443,,
MYS,Malaysia,2021,192435344.746,,,,2022.0,203137519.794
MYS,Malaysia,2022,203137519.794,2021.0,192435344.746,5.561439382212277,2023.0,178265286.582
MYS,Malaysia,2023,178265286.582,2022.0,203137519.794,-12.244037062785216,2024.0,233158802.833
MYS,Malaysia,2024,233158802.833,2023.0,178265286.582,30.793160745712335,2025.0,316400977.891
MYS,Malaysia,2025,316400977.891,2024.0,233158802.833,35.70192248654758,,
NAM,Namibia,2021,6079441.134,,,,2022.0,10850080.977
NAM,Namibia,2022,10850080.977,2021.0,6079441.134,78.4716841210885,2023.0,4566990.707
NAM,Namibia,2023,4566990.707,2022.0,10850080.977,-57.90823389538653,2024.0,5243011.301
NAM,Namibia,2024,5243011.301,2023.0,4566990.707,14.80232033237635,,
NER,Niger,2021,1270002.607,,,,2022.0,3411826.457
NER,Niger,2022,3411826.457,2021.0,1270002.607,168.64720105255654,2023.0,1515124.02
NER,Niger,2023,1515124.02,2022.0,3411826.457,-55.59199627837342,2024.0,1598430.035
NER,Niger,2024,1598430.035,2023.0,1515124.02,5.498296766491755,,
NGA,Nigeria,2021,3978428.503,,,,2022.0,5188515.461
NGA,Nigeria,2022,5188515.461,2021.0,3978428.503,30.416204717202127,2023.0,4024633.098
NGA,Nigeria,2023,4024633.098,2022.0,5188515.461,-22.431895438077408,2024.0,9249846.286
NGA,Nigeria,2024,9249846.286,2023.0,4024633.098,129.83079601955805,2025.0,9156233.669
NGA,Nigeria,2025,9156233.669,2024.0,9249846.286,-1.0120451097840064,,
NIC,Nicaragua,2021,2146072.23,,,,2022.0,2525363.96
NIC,Nicaragua,2022,2525363.96,2021.0,2146072.23,17.6737634781286,2023.0,2399163.88
NIC,Nicaragua,2023,2399163.88,2022.0,2525363.96,-4.997302646229262,2024.0,3574723.7
NIC,Nicaragua,2024,3574723.7,2023.0,2399163.88,48.99872950738156,,
NLD,Netherlands,2021,1117182422.078,,,,2022.0,1032854564.942
NLD,Netherlands,2022,1032854564.942,2021.0,1117182422.078,-7.548262080524607,2023.0,896581009.853
NLD,Netherlands,2023,896581009.853,2022.0,1032854564.942,-13.193876438610932,2024.0,843992979.435
NLD,Netherlands,2024,843992979.435,2023.0,896581009.853,-5.865396415949322,2025.0,918399424.133
NLD,Netherlands,2025,918399424.133,2024.0,843992979.435,8.816002799906048,,
NOR,Norway,2021,316466994.079,,,,2022.0,308947706.073
NOR,Norway,2022,308947706.073,2021.0,316466994.079,-2.376010183268254,2023.0,276357829.09
NOR,Norway,2023,276357829.09,2022.0,308947706.073,-10.548670969998888,2024.0,281098415.76
NOR,Norway,2024,281098415.76,2023.0,276357829.09,1.715379906409735,2025.0,328249168.006
NOR,Norway,2025,328249168.006,2024.0,281098415.76,16.77375239505334,,
NPL,Nepal,2021,3423161.33,,,,2022.0,2728748.415
NPL,Nepal,2022,2728748.415,2021.0,3423161.33,-20.285719779382998,,
NZL,New Zealand,2021,107433497.939,,,,2022.0,102286060.44
NZL,New Zealand,2022,102286060.44,2021.0,107433497.939,-4.791277951242616,2023.0,71409718.674
NZL,New Zealand,2023,71409718.674,2022.0,102286060.44,-30.186265492267893,2024.0,80589856.369
NZL,New Zealand,2024,80589856.369,2023.0,71409718.674,12.855585857870716,2025.0,78129040.989
NZL,New Zealand,2025,78129040.989,2024.0,80589856.369,-3.053505107060343,,
OMN,Oman,2021,32007799.69,,,,2022.0,33926800.987
OMN,Oman,2022,33926800.987,2021.0,32007799.69,5.995417728134383,2023.0,25366946.644
OMN,Oman,2023,25366946.644,2022.0,33926800.987,-25.230360935827544,2024.0,27387178.111
OMN,Oman,2024,27387178.111,2023.0,25366946.644,7.9640308916636675,,
PAK,Pakistan,2021,1228248.751,,,,2022.0,926544.571
PAK,Pakistan,2022,926544.571,2021.0,1228248.751,-24.56376851630114,2023.0,634850.748
PAK,Pakistan,2023,634850.748,2022.0,926544.571,-31.481898672740694,2024.0,720951.536
PAK,Pakistan,2024,720951.536,2023.0,634850.748,13.562366945498178,2025.0,976787.612
PAK,Pakistan,2025,976787.612,2024.0,720951.536,35.485890968404846,,
PAN,Panama,2021,38074114.0,,,,2022.0,38222817.0
PAN,Panama,2022,38222817.0,2021.0,38074114.0,0.3905619445274551,2023.0,36291214.0
PAN,Panama,2023,36291214.0,2022.0,38222817.0,-5.05353386172453,2024.0,39253600.0
PAN,Panama,2024,39253600.0,2023.0,36291214.0,8.162818692149564,2025.0,32266060.0
PAN,Panama,2025,32266060.0,2024.0,39253600.0,-17.801016976786844,,
PER,Peru,2021,28291609.76,,,,2022.0,21985804.094
PER,Peru,2022,21985804.094,2021.0,28291609.76,-22.288606832529705,2023.0,18948745.05
PER,Peru,2023,18948745.05,2022.0,21985804.094,-13.813727398893832,2024.0,24904148.705
PER,Peru,2024,24904148.705,2023.0,18948745.05,31.429013579978466,,
PHL,Philippines,2021,97371475.0,,,,2022.0,86243741.0
PHL,Philippines,2022,86243741.0,2021.0,97371475.0,-11.428125125967332,2023.0,112755940.0
PHL,Philippines,2023,112755940.0,2022.0,86243741.0,30.7410122666177,2024.0,100543050.0
PHL,Philippines,2024,100543050.0,2023.0,112755940.0,-10.831260863064065,2025.0,100646084.0
PHL,Philippines,2025,100646084.0,2024.0,100543050.0,0.10247749595819901,,
PNG,Papua New Guinea,2021,2469102.629,,,,2022.0,3096414.455
PNG,Papua New Guinea,2022,3096414.455,2021.0,2469102.629,25.406470295407065,2023.0,3322369.498
PNG,Papua New Guinea,2023,3322369.498,2022.0,3096414.455,7.297312626710369,,
POL,Poland,2021,443807607.0,,,,2022.0,415350751.0
POL,Poland,2022,415350751.0,2021.0,443807607.0,-6.4119802254763965,2023.0,352585558.0
POL,Poland,2023,352585558.0,2022.0,415350751.0,-15.111371015674413,2024.0,363738958.0
POL,Poland,2024,363738958.0,2023.0,352585558.0,3.1633173131838825,2025.0,432592351.0
POL,Poland,2025,432592351.0,2024.0,363738958.0,18.929342454431293,,
PRT,Portugal,2021,144530351.39,,,,2022.0,169774010.44
PRT,Portugal,2022,169774010.44,2021.0,144530351.39,17.465991611604572,2023.0,172624759.006
PRT,Portugal,2023,172624759.006,2022.0,169774010.44,1.6791430906366558,2024.0,192764125.801
PRT,Portugal,2024,192764125.801,2023.0,172624759.006,11.666557515251906,2025.0,204341337.695
PRT,Portugal,2025,204341337.695,2024.0,192764125.801,6.005895467267456,,
PRY,Paraguay,2021,7354976.0,,,,2022.0,5841311.06
PRY,Paraguay,2022,5841311.06,2021.0,7354976.0,-20.580147916186274,2023.0,6550951.07
PRY,Paraguay,2023,6550951.07,2022.0,5841311.06,12.14864270556413,2024.0,8204169.272
PRY,Paraguay,2024,8204169.272,2023.0,6550951.07,25.236308199139085,2025.0,19059078.849
PRY,Paraguay,2025,19059078.849,2024.0,8204169.272,132.30967349792147,,
PSE,State of Palestine,2021,18507676.9,,,,2022.0,17446715.863
PSE,State of Palestine,2022,17446715.863,2021.0,18507676.9,-5.732545703777641,2023.0,15069990.654
PSE,State of Palestine,2023,15069990.654,2022.0,17446715.863,-13.622765611953511,,
PYF,French Polynesia,2021,5181700.19,,,,2022.0,4756810.475
PYF,French Polynesia,2022,4756810.475,2021.0,5181700.19,-8.199812791561774,2023.0,4366783.367
PYF,French Polynesia,2023,4366783.367,2022.0,4756810.475,-8.19934092497137,2024.0,4400859.637
PYF,French Polynesia,2024,4400859.637,2023.0,4366783.367,0.7803517403111078,2025.0,4845893.748
PYF,French Polynesia,2025,4845893.748,2024.0,4400859.637,10.112435926344896,,
QAT,Qatar,2021,81467484.764,,,,2022.0,137341001.138
QAT,Qatar,2022,137341001.138,2021.0,81467484.764,68.58382400764899,2023.0,59075944.462
QAT,Qatar,2023,59075944.462,2022.0,137341001.138,-56.985937212849805,2024.0,63943256.991
QAT,Qatar,2024,63943256.991,2023.0,59075944.462,8.23907695987975,,
ROU,Romania,2021,243316267.98,,,,2022.0,245307956.81
ROU,Romania,2022,245307956.81,2021.0,243316267.98,0.8185596657942021,2023.0,248721722.87
ROU,Romania,2023,248721722.87,2022.0,245307956.81,1.3916246763426794,2024.0,247755022.67
ROU,Romania,2024,247755022.67,2023.0,248721722.87,-0.3886673784843817,2025.0,256799987.72
ROU,Romania,2025,256799987.72,2024.0,247755022.67,3.6507695999558205,,
RUS,Russian Federation,2021,314767110.654,,,,,
RWA,Rwanda,2021,5617527.01,,,,2022.0,9545849.25
RWA,Rwanda,2022,9545849.25,2021.0,5617527.01,69.9297436933908,,
S19,"Other Asia, nes",2021,118538560.46,,,,2022.0,131265725.37
S19,"Other Asia, nes",2022,131265725.37,2021.0,118538560.46,10.736729770136447,2023.0,108479260.715
S19,"Other Asia, nes",2023,108479260.715,2022.0,131265725.37,-17.359036100834064,2024.0,118620560.243
S19,"Other Asia, nes",2024,118620560.243,2023.0,108479260.715,9.348606785442175,,
SAU,Saudi Arabia,2021,174623333.501,,,,2022.0,186419089.74
SAU,Saudi Arabia,2022,186419089.74,2021.0,174623333.501,6.754971401878818,2023.0,196446003.356
SAU,Saudi Arabia,2023,196446003.356,2022.0,186419089.74,5.378694655136768,2024.0,257778423.689
SAU,Saudi Arabia,2024,257778423.689,2023.0,196446003.356,31.221006935861766,2025.0,244888936.661
SAU,Saudi Arabia,2025,244888936.661,2024.0,257778423.689,-5.0002195077236875,,
SEN,Senegal,2021,12725718.562,,,,2022.0,15086254.594
SEN,Senegal,2022,15086254.594,2021.0,12725718.562,18.549333937407248,2023.0,13043529.926
SEN,Senegal,2023,13043529.926,2022.0,15086254.594,-13.540303560914435,2024.0,17182147.811
SEN,Senegal,2024,17182147.811,2023.0,13043529.926,31.72927810554095,,
SGP,Singapore,2021,159517006.291,,,,2022.0,190508001.594
SGP,Singapore,2022,190508001.594,2021.0,159517006.291,19.42801963476199,2023.0,212135269.912
SGP,Singapore,2023,212135269.912,2022.0,190508001.594,11.352419917820992,2024.0,219073549.95
SGP,Singapore,2024,219073549.95,2023.0,212135269.912,3.270686690090805,2025.0,222004815.332
SGP,Singapore,2025,222004815.332,2024.0,219073549.95,1.3380279740155823,,
SLV,El Salvador,2021,9790811.9,,,,2022.0,10298516.82
SLV,El Salvador,2022,10298516.82,2021.0,9790811.9,5.185524195393846,2023.0,10562589.13
SLV,El Salvador,2023,10562589.13,2022.0,10298516.82,2.5641780716147875,2024.0,13494092.67
SLV,El Salvador,2024,13494092.67,2023.0,10562589.13,27.753645473853616,2025.0,14870014.32
SLV,El Salvador,2025,14870014.32,2024.0,13494092.67,10.196473995313095,,
SRB,Serbia,2021,32322004.0,,,,2022.0,35558701.0
SRB,Serbia,2022,35558701.0,2021.0,32322004.0,10.013911884919017,2023.0,29482240.0
SRB,Serbia,2023,29482240.0,2022.0,35558701.0,-17.088534814587295,2024.0,41155648.0
SRB,Serbia,2024,41155648.0,2023.0,29482240.0,39.59471193504971,2025.0,49384713.0
SRB,Serbia,2025,49384713.0,2024.0,41155648.0,19.994983434594445,,
SSD,South Sudan,2025,506025.112,,,,,
STP,Sao Tome and Principe,2021,247914.64,,,,2022.0,342784.889
STP,Sao Tome and Principe,2022,342784.889,2021.0,247914.64,38.26730402044833,2023.0,167539.968
STP,Sao Tome and Principe,2023,167539.968,2022.0,342784.889,-51.123875825226364,,
SUR,Suriname,2021,1052962.26,,,,2022.0,2560701.06
SUR,Suriname,2022,2560701.06,2021.0,1052962.26,143.1902032272268,2023.0,1527509.265
SUR,Suriname,2023,1527509.265,2022.0,2560701.06,-40.348005127939466,2024.0,2136271.693
SUR,Suriname,2024,2136271.693,2023.0,1527509.265,39.85327237933317,2025.0,2860415.85
SUR,Suriname,2025,2860415.85,2024.0,2136271.693,33.897568337062644,,
SVK,Slovakia,2021,132648889.961,,,,2022.0,141512283.697
SVK,Slovakia,2022,141512283.697,2021.0,132648889.961,6.681845387930439,2023.0,126485759.743
SVK,Slovakia,2023,126485759.743,2022.0,141512283.697,-10.618529756875482,2024.0,134230276.247
SVK,Slovakia,2024,134230276.247,2023.0,126485759.743,6.122836689075275,2025.0,162498940.4
SVK,Slovakia,2025,162498940.4,2024.0,134230276.247,21.059827144348734,,
SVN,Slovenia,2021,53272287.977,,,,2022.0,55157010.122
SVN,Slovenia,2022,55157010.122,2021.0,53272287.977,3.537903507755704,2023.0,49004218.731
SVN,Slovenia,2023,49004218.731,2022.0,55157010.122,-11.155048791424415,2024.0,57234079.971
SVN,Slovenia,2024,57234079.971,2023.0,49004218.731,16.79418926190084,2025.0,55546685.816
