reporterISO,reporterDesc,refYear,previous_import_value,import_value,growth_percent,next_year_import_value
SYC,Seychelles,2023,3671298.74,13520468.924,268.27482265853416,8162208.836
TGO,Togo,2022,4414817.128,5127815.193,16.150115493526744,5540348.345
TGO,Togo,2023,5127815.193,5540348.345,8.045008185223804,8121588.878
TGO,Togo,2024,5540348.345,8121588.878,46.58985991971954,6862656.336
THA,Thailand,2022,101539122.442,83017515.64,-18.240857668018254,82466162.506
THA,Thailand,2023,83017515.64,82466162.506,-0.6641407295189486,88890202.635
THA,Thailand,2024,82466162.506,88890202.635,7.7899103508455525,105366117.047
TJK,Tajikistan,2022,2544741.0,3108122.0,22.139031044809666,5163239.0
TLS,Timor-Leste,2022,1149499.24,2855087.62,148.37664268486165,2739567.11
TON,Tonga,2022,188918.208,185846.959,-1.6257030132320598,333722.733
TTO,Trinidad and Tobago,2022,8151827.339,7649461.702,-6.162613805576828,7164224.349
TTO,Trinidad and Tobago,2023,7649461.702,7164224.349,-6.343418294036701,6605983.085
TTO,Trinidad and Tobago,2024,7164224.349,6605983.085,-7.7920684334504555,9624694.749
TUN,Tunisia,2022,6637076.72,8111474.65,22.214568132941526,8348902.436
TUN,Tunisia,2023,8111474.65,8348902.436,2.927060691732537,3527409.829
TUR,Türkiye,2022,44419964.0,62988820.0,41.80295148370674,79778582.0
TUR,Türkiye,2023,62988820.0,79778582.0,26.655146103705384,78353399.0
TUR,Türkiye,2024,79778582.0,78353399.0,-1.78642307781304,104528702.0
TZA,United Rep. of Tanzania,2022,4628780.14,6975174.75,50.691424933395105,6122875.72
TZA,United Rep. of Tanzania,2023,6975174.75,6122875.72,-12.219034799092313,10240710.036
UGA,Uganda,2022,2638588.35,3763538.18,42.63453334810639,3762457.11
UGA,Uganda,2023,3763538.18,3762457.11,-0.0287248314829185,4689613.28
UKR,Ukraine,2022,45377095.48,23458756.58,-48.30264843561997,24883184.17
UKR,Ukraine,2023,23458756.58,24883184.17,6.072050686669446,28882584.84
URY,Uruguay,2022,17114813.47,16685506.38,-2.508394793507487,18613105.51
URY,Uruguay,2023,16685506.38,18613105.51,11.552535992018246,24339564.0
USA,USA,2022,8589938697.0,9178769246.0,6.854886510489844,6684469437.0
USA,USA,2023,9178769246.0,6684469437.0,-27.174665166432703,7199691221.0
USA,USA,2024,6684469437.0,7199691221.0,7.707743880885067,6433593498.0
UZB,Uzbekistan,2022,6986334.8,23155090.86,231.43402832626916,15150881.74
UZB,Uzbekistan,2023,23155090.86,15150881.74,-34.56781564103955,14461771.89
VCT,Saint Vincent and the Grenadines,2022,1037488.621,1309333.324,26.20218646234193,3561224.572
VNM,Viet Nam,2022,16480319.009,17312413.443,5.049018975576799,22468214.935
WSM,Samoa,2022,631487.745,665394.467,5.369339669449951,982048.306
WSM,Samoa,2023,665394.467,982048.306,47.588889704428524,866978.676
ZAF,South Africa,2022,50457731.904,45588888.956,-9.649349592770786,38922191.173
ZAF,South Africa,2023,45588888.956,38922191.173,-14.623514491512058,41127604.225
ZAF,South Africa,2024,38922191.173,41127604.225,5.666209906316574,52449212.704
ZMB,Zambia,2022,5450992.936,6330647.175,16.13750465883928,5163896.559
ZMB,Zambia,2023,6330647.175,5163896.559,-18.430194950802946,4750720.195
ZWE,Zimbabwe,2022,1796052.48,2959953.62,64.80329238486395,2537266.86
ZWE,Zimbabwe,2023,2959953.62,2537266.86,-14.280181863119875,9616606.845
